Codice Univoco Submisura;Regione;stato di avanzamento;Descrizione Regione;missione;Descrizione Submisura;progetto;in gara;aggiudicato;importo;progetto_n;in_gara_n;aggiudicato_n;projects_n;importo_procapite;progetto_procapite;in_gara_procapite;aggiudicato_procapite;popolazione
M1C3I2.02.00;002;progetto;VALLE D'AOSTA / VALLÉE D'AOSTE;M1;Tutela e valorizzazione dell'architettura e del paesaggio rurale (M1C3I2.02.00);3717519;0;0;3717519;19;0;0;19;30.23479321703062;30.23479321703062;0;0;122955
M1C3I2.02.00;013;progetto;ABRUZZO;M1;Tutela e valorizzazione dell'architettura e del paesaggio rurale (M1C3I2.02.00);7608440;0;0;7608440;47;0;0;47;5.991558124517663;5.991558124517663;0;0;1269860
M1C3I2.02.00;017;progetto;BASILICATA;M1;Tutela e valorizzazione dell'architettura e del paesaggio rurale (M1C3I2.02.00);7305436;0;0;7305436;45;0;0;45;13.612808133283892;13.612808133283892;0;0;536659
M1C3I2.02.00;006;progetto;FRIULI-VENEZIA GIULIA;M1;Tutela e valorizzazione dell'architettura e del paesaggio rurale (M1C3I2.02.00);10745432;0;0;10745432;61;0;0;61;9.013179935094293;9.013179935094293;0;0;1192191
M1C3I2.02.00;010;progetto;UMBRIA;M1;Tutela e valorizzazione dell'architettura e del paesaggio rurale (M1C3I2.02.00);16714758;0;0;16714758;68;0;0;68;19.56917684165421;19.56917684165421;0;0;854137
M1C3I2.02.00;014;progetto;MOLISE;M1;Tutela e valorizzazione dell'architettura e del paesaggio rurale (M1C3I2.02.00);4687526;0;0;4687526;31;0;0;31;16.172805685895668;16.172805685895668;0;0;289840
M1C3I2.02.00;99;progetto;ITALIA;M1;Tutela e valorizzazione dell'architettura e del paesaggio rurale (M1C3I2.02.00);10000000;0;0;10000000;1;0;0;1;0.16992146416839748;0.16992146416839748;0;0;58850717
M1C3I2.03.00;009;in gara;TOSCANA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;3123265;0;3123265;0;2;0;2;0.8554190567798875;0;0.8554190567798875;0;3651152
M1C3I2.03.00;005;progetto;VENETO;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);20981792;0;0;20981792;9;0;0;9;4.336646306011695;4.336646306011695;0;0;4838253
M1C3I2.03.00;009;aggiudicato;TOSCANA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;9943003;9943003;0;0;13;13;2.7232509082065057;0;0;2.7232509082065057;3651152
M1C3I2.03.00;005;in gara;VENETO;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;5999301;0;5999301;0;4;0;4;1.2399725686110254;0;1.2399725686110254;0;4838253
M1C3I2.03.00;010;in gara;UMBRIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;2000000;0;2000000;0;1;0;1;2.3415447404807423;0;2.3415447404807423;0;854137
M1C3I2.03.00;001;progetto;PIEMONTE;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);8636443;0;0;8636443;7;0;0;7;2.0365434207646973;2.0365434207646973;0;0;4240736
M1C3I2.03.00;012;aggiudicato;LAZIO;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;823177;823177;0;0;1;1;0.14423705019281205;0;0;0.14423705019281205;5707112
M1C3I2.03.00;006;in gara;FRIULI-VENEZIA GIULIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;2000000;0;2000000;0;1;0;1;1.6775835415633904;0;1.6775835415633904;0;1192191
M1C3I2.03.00;008;in gara;EMILIA-ROMAGNA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;718858;0;718858;0;1;0;1;0.1623829973329141;0;0.1623829973329141;0;4426929
M1C3I2.03.00;011;progetto;MARCHE;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);2976998;0;0;2976998;10;0;0;10;2.010345486578892;2.010345486578892;0;0;1480839
M1C3I2.03.00;015;progetto;CAMPANIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);86588178;0;0;86588178;6;0;0;6;15.483810503069021;15.483810503069021;0;0;5592175
M1C3I2.03.00;007;aggiudicato;LIGURIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;3392516;3392516;0;0;3;3;2.2577278148092934;0;0;2.2577278148092934;1502624
M1C3I2.03.00;006;progetto;FRIULI-VENEZIA GIULIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);2255822;0;0;2255822;3;0;0;3;1.8921649299483052;1.8921649299483052;0;0;1192191
M1C3I2.03.00;017;in gara;BASILICATA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;1700000;0;1700000;0;1;0;1;3.1677471168842786;0;3.1677471168842786;0;536659
M1C3I2.03.00;001;in gara;PIEMONTE;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;6382928;0;6382928;0;7;0;7;1.505146276495401;0;1.505146276495401;0;4240736
M1C3I2.03.00;008;progetto;EMILIA-ROMAGNA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);5786928;0;0;5786928;4;0;0;4;1.3072104838365377;1.3072104838365377;0;0;4426929
M1C3I2.03.00;008;aggiudicato;EMILIA-ROMAGNA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;6334448;6334448;0;0;4;4;1.4308899013288896;0;0;1.4308899013288896;4426929
M1C3I2.03.00;014;in gara;MOLISE;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;2000000;0;2000000;0;1;0;1;6.90035881865857;0;6.90035881865857;0;289840
M1C3I2.03.00;013;progetto;ABRUZZO;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);2000000;0;0;2000000;1;0;0;1;1.574976769092656;1.574976769092656;0;0;1269860
M1C3I2.03.00;019;aggiudicato;SICILIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;2000000;2000000;0;0;1;1;0.41649174013580964;0;0;0.41649174013580964;4802016
M1C3I2.03.00;016;in gara;PUGLIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;4000000;0;4000000;0;2;0;2;1.0254170114631367;0;1.0254170114631367;0;3900852
M1C3I2.03.00;003;progetto;LOMBARDIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);3500000;0;0;3500000;2;0;0;2;0.35173256426505684;0.35173256426505684;0;0;9950742
M1C3I2.03.00;009;progetto;TOSCANA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);11986838;0;0;11986838;8;0;0;8;3.2830290275507568;3.2830290275507568;0;0;3651152
M1C3I2.03.00;012;progetto;LAZIO;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);19350322;0;0;19350322;8;0;0;8;3.39056286261773;3.39056286261773;0;0;5707112
M1C3I2.03.00;005;aggiudicato;VENETO;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;6295407;6295407;0;0;5;5;1.30117358476293;0;0;1.30117358476293;4838253
M1C3I2.03.00;019;progetto;SICILIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);8906903;0;0;8906903;5;0;0;5;1.8548257648454316;1.8548257648454316;0;0;4802016
M1C3I2.03.00;003;aggiudicato;LOMBARDIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;12561088;12561088;0;0;7;7;1.262326769199724;0;0;1.262326769199724;9950742
M1C3I2.03.00;011;aggiudicato;MARCHE;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;7781810;7781810;0;0;4;4;5.255000712433965;0;0;5.255000712433965;1480839
M1C3I2.03.00;011;in gara;MARCHE;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;2000000;0;2000000;0;1;0;1;1.3505857152600653;0;1.3505857152600653;0;1480839
M1C3I2.03.00;019;in gara;SICILIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;3978268;0;3978268;0;2;0;2;0.8284578810233035;0;0.8284578810233035;0;4802016
M1C3I2.03.00;012;in gara;LAZIO;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;4499616;0;4499616;0;2;0;2;0.7884225857141055;0;0.7884225857141055;0;5707112
M1C3I2.03.00;018;progetto;CALABRIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);1800000;0;0;1800000;1;0;0;1;0.9775701949709444;0.9775701949709444;0;0;1841300
M1C3I2.03.00;020;in gara;SARDEGNA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;241820;0;241820;0;1;0;1;0.15353377844711333;0;0.15353377844711333;0;1575028
M1C3I2.03.00;004;progetto;TRENTINO ALTO ADIGE / SÜDTIROL;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);1848662;0;0;1848662;2;0;0;2;1.7191786236058761;1.7191786236058761;0;0;1075317
M1C3I2.03.00;004;in gara;TRENTINO ALTO ADIGE / SÜDTIROL;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;1064067;0;1064067;0;1;0;1;0.9895379688036179;0;0.9895379688036179;0;1075317
M1C3I2.03.00;007;progetto;LIGURIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);5090837;0;0;5090837;7;0;0;7;3.3879646538322294;3.3879646538322294;0;0;1502624
M1C3I2.03.00;007;in gara;LIGURIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;4000000;0;4000000;0;2;0;2;2.6620099239729966;0;2.6620099239729966;0;1502624
M1C3I2.03.00;010;progetto;UMBRIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);1680468;0;0;1680468;2;0;0;2;1.9674455034730962;1.9674455034730962;0;0;854137
M1C3I2.03.00;001;aggiudicato;PIEMONTE;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;4089269;4089269;0;0;4;4;0.964282850901353;0;0;0.964282850901353;4240736
M1C3I2.03.00;016;progetto;PUGLIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);690000;0;0;690000;1;0;0;1;0.1768844344773911;0.1768844344773911;0;0;3900852
M1C3I2.03.00;004;aggiudicato;TRENTINO ALTO ADIGE / SÜDTIROL;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;414000;414000;0;0;1;1;0.3850027480268609;0;0;0.3850027480268609;1075317
M1C3I2.03.00;010;aggiudicato;UMBRIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;2340000;2340000;0;0;1;1;2.739607346362469;0;0;2.739607346362469;854137
M1C3I2.03.00;015;aggiudicato;CAMPANIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;3410714;3410714;0;0;2;2;0.6099083093787301;0;0;0.6099083093787301;5592175
M1C3I2.03.00;006;aggiudicato;FRIULI-VENEZIA GIULIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;1742000;1742000;0;0;1;1;1.461175264701713;0;0;1.461175264701713;1192191
M1C3I2.03.00;003;in gara;LOMBARDIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;2253646;0;2253646;0;1;0;1;0.22648019615019663;0;0.22648019615019663;0;9950742
M1C3I2.03.00;020;progetto;SARDEGNA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);1405100;0;0;1405100;1;0;0;1;0.8921111243736619;0.8921111243736619;0;0;1575028
M1C3I2.03.00;016;aggiudicato;PUGLIA;M1;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici (M1C3I2.03.00);0;0;1550000;1550000;0;0;1;1;0.3973490919419655;0;0;0.3973490919419655;3900852
M1C3I2.04.00;016;progetto;PUGLIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);34414062;0;0;34414062;49;0;0;49;8.822191152086775;8.822191152086775;0;0;3900852
M1C3I2.04.00;015;progetto;CAMPANIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);102111095;0;0;102111095;86;0;0;86;18.259638691564554;18.259638691564554;0;0;5592175
M1C3I2.04.00;010;progetto;UMBRIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);3375000;0;0;3375000;14;0;0;14;3.951356749561253;3.951356749561253;0;0;854137
M1C3I2.04.00;005;progetto;VENETO;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);25677357;0;0;25677357;22;0;0;22;5.3071546692576845;5.3071546692576845;0;0;4838253
M1C3I2.04.00;012;in gara;LAZIO;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);0;650000;0;650000;0;1;0;1;0.11389298124865957;0;0.11389298124865957;0;5707112
M1C3I2.04.00;011;progetto;MARCHE;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);7630000;0;0;7630000;15;0;0;15;5.152484503717149;5.152484503717149;0;0;1480839
M1C3I2.04.00;019;progetto;SICILIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);103595431;0;0;103595431;127;0;0;127;21.5733206636546;21.5733206636546;0;0;4802016
M1C3I2.04.00;009;progetto;TOSCANA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);26281849;0;0;26281849;32;0;0;32;7.198234694145848;7.198234694145848;0;0;3651152
M1C3I2.04.00;012;progetto;LAZIO;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);47179960;0;0;47179960;44;0;0;44;8.266871230142321;8.266871230142321;0;0;5707112
M1C3I2.04.00;018;progetto;CALABRIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);48265000;0;0;48265000;36;0;0;36;26.212458589040352;26.212458589040352;0;0;1841300
M1C3I2.04.00;014;progetto;MOLISE;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);5485000;0;0;5485000;13;0;0;13;18.92423406017113;18.92423406017113;0;0;289840
M1C3I2.04.00;020;progetto;SARDEGNA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);6765000;0;0;6765000;16;0;0;16;4.295161736807219;4.295161736807219;0;0;1575028
M1C3I2.04.00;008;progetto;EMILIA-ROMAGNA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);43064080;0;0;43064080;41;0;0;41;9.72775483862515;9.72775483862515;0;0;4426929
M1C3I2.04.00;013;progetto;ABRUZZO;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);16413675;0;0;16413675;15;0;0;15;12.92557841021845;12.92557841021845;0;0;1269860
M1C3I2.04.00;017;progetto;BASILICATA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);16117500;0;0;16117500;9;0;0;9;30.033037739048446;30.033037739048446;0;0;536659
M1C3I2.04.00;001;progetto;PIEMONTE;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);1615000;0;0;1615000;2;0;0;2;0.380830120054632;0.380830120054632;0;0;4240736
M1C3I2.04.00;007;progetto;LIGURIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);1171200;0;0;1171200;3;0;0;3;0.7794365057392934;0.7794365057392934;0;0;1502624
M1C3I2.04.00;006;progetto;FRIULI-VENEZIA GIULIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);1100000;0;0;1100000;1;0;0;1;0.9226709478598647;0.9226709478598647;0;0;1192191
M1C3I2.04.00;003;progetto;LOMBARDIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);5740000;0;0;5740000;10;0;0;10;0.5768414053946932;0.5768414053946932;0;0;9950742
M1C3I2.04.00;008;in gara;EMILIA-ROMAGNA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);0;1870000;0;1870000;0;1;0;1;0.42241472587430245;0;0.42241472587430245;0;4426929
M1C3I2.04.00;001;aggiudicato;PIEMONTE;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);0;0;3085000;3085000;0;0;3;3;0.7274680621477027;0;0;0.7274680621477027;4240736
M1C3I2.04.00;018;in gara;CALABRIA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);0;2200000;0;2200000;0;1;0;1;1.1948080160755987;0;1.1948080160755987;0;1841300
M1C3I2.04.00;009;aggiudicato;TOSCANA;M1;Sicurezza sismica nei luoghi di culto restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art) (M1C3I2.04.00);0;0;3630000;3630000;0;0;1;1;0.9942067599486408;0;0;0.9942067599486408;3651152
M1C3I3.02.00;012;progetto;LAZIO;M1;Sviluppo industria cinematografica (Progetto Cinecittà) (M1C3I3.02.00);146771000;0;0;146771000;9;0;0;9;25.71721038591848;25.71721038591848;0;0;5707112
M1C3I4.01.00;99;in gara;ITALIA;M1;Hub del Turismo Digitale (M1C3I4.01.00);0;114000000;0;114000000;0;1;0;1;1.9371046915197312;0;1.9371046915197312;0;58850717
M1C3I4.02.01;015;progetto;CAMPANIA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);189647473;0;0;189647473;299;0;0;299;33.91300755072937;33.91300755072937;0;0;5592175
M1C3I4.02.01;016;progetto;PUGLIA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);103055101;0;0;103055101;192;0;0;192;26.41861342086293;26.41861342086293;0;0;3900852
M1C3I4.02.01;012;progetto;LAZIO;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);98367537;0;0;98367537;185;0;0;185;17.23595699541204;17.23595699541204;0;0;5707112
M1C3I4.02.01;004;progetto;TRENTINO ALTO ADIGE / SÜDTIROL;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);205554157;0;0;205554157;270;0;0;270;191.15680027377974;191.15680027377974;0;0;1075317
M1C3I4.02.01;013;progetto;ABRUZZO;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);85073772;0;0;85073772;181;0;0;181;66.99460727954262;66.99460727954262;0;0;1269860
M1C3I4.02.01;007;progetto;LIGURIA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);49363888;0;0;49363888;125;0;0;125;32.85178993547288;32.85178993547288;0;0;1502624
M1C3I4.02.01;018;progetto;CALABRIA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);63446486;0;0;63446486;118;0;0;118;34.457440938467386;34.457440938467386;0;0;1841300
M1C3I4.02.01;010;progetto;UMBRIA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);39214288;0;0;39214288;113;0;0;113;45.91100490904855;45.91100490904855;0;0;854137
M1C3I4.02.01;011;progetto;MARCHE;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);56714024;0;0;56714024;117;0;0;117;38.29857533465826;38.29857533465826;0;0;1480839
M1C3I4.02.01;020;progetto;SARDEGNA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);99134031;0;0;99134031;196;0;0;196;62.94112295146499;62.94112295146499;0;0;1575028
M1C3I4.02.01;001;progetto;PIEMONTE;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);66442215;0;0;66442215;158;0;0;158;15.66761406510568;15.66761406510568;0;0;4240736
M1C3I4.02.01;006;progetto;FRIULI-VENEZIA GIULIA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);16872774;0;0;16872774;41;0;0;41;14.152743981459347;14.152743981459347;0;0;1192191
M1C3I4.02.01;002;progetto;VALLE D'AOSTA / VALLÉE D'AOSTE;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);34838492;0;0;34838492;31;0;0;31;283.3434345898906;283.3434345898906;0;0;122955
M1C3I4.02.01;017;progetto;BASILICATA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);28259360;0;0;28259360;68;0;0;68;52.657944802938175;52.657944802938175;0;0;536659
M1C3I4.02.01;014;progetto;MOLISE;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);5295836;0;0;5295836;10;0;0;10;18.271584322384765;18.271584322384765;0;0;289840
M1C3I4.02.01;009;progetto;TOSCANA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);146831626;0;0;146831626;388;0;0;388;40.215150177259126;40.215150177259126;0;0;3651152
M1C3I4.02.01;005;progetto;VENETO;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);174304415;0;0;174304415;265;0;0;265;36.02631259671621;36.02631259671621;0;0;4838253
M1C3I4.02.01;019;progetto;SICILIA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);185852530;0;0;185852530;323;0;0;323;38.70302181417138;38.70302181417138;0;0;4802016
M1C3I4.02.01;003;progetto;LOMBARDIA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);156038285;0;0;156038285;288;0;0;288;15.681070316163357;15.681070316163357;0;0;9950742
M1C3I4.02.01;008;progetto;EMILIA-ROMAGNA;M1;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit (M1C3I4.02.01);125734888;0;0;125734888;277;0;0;277;28.402282485217178;28.402282485217178;0;0;4426929
M1C3I4.02.06;99;aggiudicato;ITALIA;M1;Valorizzazione competitività e tutela del patrimonio ricettivo attraverso la partecipazione del Min. Turismo nel Fondo Nazionale Turismo (M1C3I4.02.06);0;0;150000000;150000000;0;0;1;1;2.5488219625259623;0;0;2.5488219625259623;58850717
M1C3I4.03.01;012;progetto;LAZIO;M1;Roman Cultural Heritage for EU-Next Generation (M1C3I4.03.01);159508000;0;0;159508000;50;0;0;50;27.948987158478754;27.948987158478754;0;0;5707112
M1C3I4.03.01;012;in gara;LAZIO;M1;Roman Cultural Heritage for EU-Next Generation (M1C3I4.03.01);0;1000000;0;1000000;0;2;0;2;0.17521997115178395;0;0.17521997115178395;0;5707112
M1C3I4.03.02;012;progetto;LAZIO;M1;I percorsi Giubilari 2025 (M1C3I4.03.02);160692000;0;0;160692000;147;0;0;147;28.156447604322466;28.156447604322466;0;0;5707112
M1C3I4.03.02;013;progetto;ABRUZZO;M1;I percorsi Giubilari 2025 (M1C3I4.03.02);500000;0;0;500000;1;0;0;1;0.393744192273164;0.393744192273164;0;0;1269860
M1C3I4.03.02;007;progetto;LIGURIA;M1;I percorsi Giubilari 2025 (M1C3I4.03.02);600000;0;0;600000;1;0;0;1;0.3993014885959495;0.3993014885959495;0;0;1502624
M1C3I4.03.03;012;progetto;LAZIO;M1;La città condivisa (M1C3I4.03.03);69375000;0;0;69375000;59;0;0;59;12.155885498655012;12.155885498655012;0;0;5707112
M1C3I4.03.04;012;progetto;LAZIO;M1;Mitingodiverde (M1C3I4.03.04);54446000;0;0;54446000;55;0;0;55;9.54002654933003;9.54002654933003;0;0;5707112
M1C3I4.03.05;012;progetto;LAZIO;M1;Roma 4.0 (M1C3I4.03.05);19405000;0;0;19405000;13;0;0;13;3.4001435402003675;3.4001435402003675;0;0;5707112
M1C3I4.03.06;012;progetto;LAZIO;M1;Amanotesa (M1C3I4.03.06);4730000;0;0;4730000;3;0;0;3;0.8287904635479381;0.8287904635479381;0;0;5707112
M2C1I1.01.00;017;progetto;BASILICATA;M2;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti (M2C1I1.01.00);35444125;0;0;35444125;1;0;0;1;66.04589692896234;66.04589692896234;0;0;536659
M2C1I1.01.00;018;progetto;CALABRIA;M2;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti (M2C1I1.01.00);11866820;0;0;11866820;3;0;0;3;6.444805300602835;6.444805300602835;0;0;1841300
